reviews,titles
관람객 아 학교 강의 째고 보고 왔슴다 아 애들 개귀여워여 진짜ㅜㅜㅜ 아 미쳤어 진짜 공식 개존맛임(헙쩝 장기간 휴덕 중인 나의 마음에 불을 지폈다 최고다 진짜 어떻게 한 명도 안 빼놓고 삭 다 귀요ㅣㅂ지?!??? 아 더빙...,극장판 오소마츠 6쌍둥이 (OSOMATSUSAN THE MOVIE)
상영 시간 좀 확대해주세여ㅠㅠ퇴근하고 갈건데 ...ㅠ,극장판 오소마츠 6쌍둥이 (OSOMATSUSAN THE MOVIE)
조조로 보고 왔습니다저질 개그와 감동적인 연출의 완급조절에 성공한 갓애니입니다 짤린 부분 없고 쿠키영상 잘 나옵니다 빨리 더빙판도 보고 싶어요,극장판 오소마츠 6쌍둥이 (OSOMATSUSAN THE MOVIE)
"관람객 전부 귀여웠다ㅠㅠㅠㅜ 마지막에 반전도 예상외라 놀랐다 그런데 망할 상영관여는 시간이 12시, 아침 8시... 시간대가 극악이여서 먼곳까지 간건 좀 불편했다.",극장판 오소마츠 6쌍둥이 (OSOMATSUSAN THE MOVIE)
관람객 아니 평점 이거 최신순 댓 보니까 재미없다고 쓰레기?? 영화라고 하는?? 분 있는데요??? OO 난 존나? 재밌고?? 행복했고?? 아름답고?? 울고?? 웃고?? 소중한 시간이었거든요?????? 이건 최고다 인생영화....,극장판 오소마츠 6쌍둥이 (OSOMATSUSAN THE MOVIE)
관람객 팬들을 위한 대단원 적인 영화네요!,극장판 오소마츠 6쌍둥이 (OSOMATSUSAN THE MOVIE)
육진구 하면서 욕하는 ..들아있잖아 다봤는데 재미없어서 평점 낮게준건 인정 근데 말이야 보지도 않고와서 6진구/별태 하는건..ㅋ참 이영화 정말좋았는데 너희같은 ..때문에 평점 낮아질까봐 짜증난다 ㅜㅜ 영화 좋았어요 ...,극장판 오소마츠 6쌍둥이 (OSOMATSUSAN THE MOVIE)
ㅠㅠㅠㅠ국내개봉 좋아요ㅠㅠㅠ 감사해요ㅠㅠㅠ 오소파는 웁니다ㅠㅠ 신용우성우ㅠㅠㅠ 다른성우도 GOOD!!!ㅠㅠ,극장판 오소마츠 6쌍둥이 (OSOMATSUSAN THE MOVIE)
애들이 완전 좋아하네요^^!!!,극장판 타오르지마 버스터 - 블랙어썰트의 귀환 (The Return of Dark Assault)
이제까지 이런 로봇애니물을 국내에서는 처음봄ㅋㅋ 병맛코드 잘 살렸고 요즘 트렌드에 맞춰짐. 포스터 귀엽길래 애랑 별 생각없이 보러갔는데 잘본거 같음.뻔한스토리전개가 아니어서 신선하고 재밌었음 ㅋㅋ암튼 꼭보시길 콩순이...,극장판 타오르지마 버스터 - 블랙어썰트의 귀환 (The Return of Dark Assault)
겨울왕국으로 얼어 붙은 12월을 타오르는 뜨거운 열정으로 녹여 버릴 수 있는 최고의 가족 영화!!,극장판 타오르지마 버스터 - 블랙어썰트의 귀환 (The Return of Dark Assault)
티버 개꿀잼! 로봇변신이나 액션 고퀄이라 놀랬음,극장판 타오르지마 버스터 - 블랙어썰트의 귀환 (The Return of Dark Assault)
보기 전에 반신반의는 해도??? 보고나서 후회는 안했어요~~~!!! 스토리에도 반전.. 기대이상으로 재밌다는것도 반전,극장판 타오르지마 버스터 - 블랙어썰트의 귀환 (The Return of Dark Assault)
아이들이 너무 좋아 하네요^^ 우와 높은 영상미와 탄탄한 스토리 구성까지.. 게다가 반전의 스토리까지.. 우리 아이들은 완전 팬이 되어버렸어요. 다시 또 보자고 난리네요~,극장판 타오르지마 버스터 - 블랙어썰트의 귀환 (The Return of Dark Assault)
아이때문에 보러 갔다가 덩달아 너무 재밌게 봤습니다! 저도 모르게 몰입해서 보게 되더라구요 ㅎㅎ 생긴건 웃기게 생겼는데 액션이 엄청나네요,극장판 타오르지마 버스터 - 블랙어썰트의 귀환 (The Return of Dark Assault)
와우 영상미가 좋고 ost는 분위기를 더욱 높여주고 효과음이 장면에 맞아서 분위기가 괜찮아고 재미가 있어요,극장판 타오르지마 버스터 - 블랙어썰트의 귀환 (The Return of Dark Assault)
기대안하고 아이들데리고 갔는데 시간가는 줄 모르고 보다가 나왔네요~^^주제곡도 신나고 애들보기에도 교훈적인 내용이네요 은근 ㅋㅋㅋ적극추천!!,극장판 타오르지마 버스터 - 블랙어썰트의 귀환 (The Return of Dark Assault)
"유튜브에서 아이랑 함께 보던건데 극장에서 만나니 반가웠어요! 꽤 볼만해요! 지루할틈 없이 사건이 전개되고, 로봇이 꽤 멋지게 싸워서 눈도 즐거웠습니다. 볼수록 귀엽게 느껴지는 캐릭터들이 묘한 매력포인트네요.",극장판 타오르지마 버스터 - 블랙어썰트의 귀환 (The Return of Dark Assault)
"관람객 갑분 금연송, 갑분 아모르파티",극장판 헬로카봇 : 달나라를 구해줘! (Hello Carbot the Movie: Save the Moon)
우리애들들이 재밌게 본걸 어른들이 평가하면 되냐???,극장판 헬로카봇 : 달나라를 구해줘! (Hello Carbot the Movie: Save the Moon)
아이들은 재밌어했는데 어른인 저는 전체적으로 이전 시리즈보다 좀 지루했어요. 노래들도 좀 별로였어요. 이전 시리즈들 노래는 계속 틀어주는데 이번 노래는 그러진 않을거 같네요. 그래도 아이들이 좋아하니 10점이요. ...,극장판 헬로카봇 : 달나라를 구해줘! (Hello Carbot the Movie: Save the Moon)
역대최악.뜬금없는 노래.대충넘어가는 스토리.로봇 세대는 엑스트라.TV 1개에피소드보다 못한 최악의 극장판.,극장판 헬로카봇 : 달나라를 구해줘! (Hello Carbot the Movie: Save the Moon)
관람객 아이는 좋아했으나 담배피는 모습이 나와서 좀 놀랐네요. 굳이 그런 장면이 있어야 했나 싶어요.,극장판 헬로카봇 : 달나라를 구해줘! (Hello Carbot the Movie: Save the Moon)
관람객 색채나 캐릭터 더 예쁘고 발전했는데 스토리가 뭔가 급하게 만든것 같고 시즌6랑 연결고리도 하나도 없음. 추석에 맞춰 억지로 끼워 맞춘 느낌이 듬. OST가 처음에는 좋았는데 갈수록 이상해지는 것 같음. 카봇 시계...,극장판 헬로카봇 : 달나라를 구해줘! (Hello Carbot the Movie: Save the Moon)
진짜 로봇 팔려고 만드는 영화인듯..,극장판 헬로카봇 : 달나라를 구해줘! (Hello Carbot the Movie: Save the Moon)
관람객 5세 남아 정말 재밌게 잘봤네요. 워낙에 카봇을 좋아하는 아이라 초집중하고 보네요. 중간중간 나오는 노래도 집에서 여러번 듣고 간터라 따라부르기도 하구요ㅎㅎ,극장판 헬로카봇 : 달나라를 구해줘! (Hello Carbot the Movie: Save the Moon)
관람객 아이가 넘 좋아했어요^^ 재미있어요~,극장판 헬로카봇 : 달나라를 구해줘! (Hello Carbot the Movie: Save the Moon)
관람객 집에서도 아가랑 헬로카봇 즐겨보는데 영화관에서 보니까 느낌이 남다르네요.재밋게 잘 봤습니다.,극장판 헬로카봇 : 달나라를 구해줘! (Hello Carbot the Movie: Save the Moon)
내용이 너무 빈약해요.싸우는 장면은 또 너무 많고 길고요.내용없이 계속 싸우기만하니 지루하고 보기가 힘들어요,극장판 헬로카봇:옴파로스 섬의 비밀 (Hello Carbot the Movie: The Secret of Omphalos Island)
관람객 에어샤크 등장해서 결투 장면부터 입 벌리고 봤어요. 한국 만화 진짜 발전 많이했네요. 마지막엔 감동까지(... 전 백악기보다 훨씬 재미나게 보았어요.,극장판 헬로카봇:옴파로스 섬의 비밀 (Hello Carbot the Movie: The Secret of Omphalos Island)
관람객 좀 실망했어요 백악기시대는 어른이 봐도 재밌었어요 스토리 노래까지 모두 다 좋았는데 이번껀 좀 많이 떨어지네요,극장판 헬로카봇:옴파로스 섬의 비밀 (Hello Carbot the Movie: The Secret of Omphalos Island)
관람객 헉...평점과 글이 사라져 다시 올려요.공룡메가트:타이니소어의 섬에 이어 카봇을 보러 왔어요.아이들도 즐거워 하니 너무 좋네요.다음에 나올 극장판도 기대해 봅니다.^^,극장판 헬로카봇:옴파로스 섬의 비밀 (Hello Carbot the Movie: The Secret of Omphalos Island)
관람객 내용도 알차고 칩까지 선물로 주니 아이가 정말 좋아했어요,극장판 헬로카봇:옴파로스 섬의 비밀 (Hello Carbot the Movie: The Secret of Omphalos Island)
관람객 아이들이 무서워하지 않고 재미있게 봤어요..저희 볼 때는 칩을 주지 않았는데 아쉽네요ㅠ,극장판 헬로카봇:옴파로스 섬의 비밀 (Hello Carbot the Movie: The Secret of Omphalos Island)
관람객 아이들 보기에 잘~ 구성된 작품이에요^^. 아들이 너무 재미있게보내요!,극장판 헬로카봇:옴파로스 섬의 비밀 (Hello Carbot the Movie: The Secret of Omphalos Island)
관람객 재밌었데요~칩나올때마다시계업데이트는번거롭네요,극장판 헬로카봇:옴파로스 섬의 비밀 (Hello Carbot the Movie: The Secret of Omphalos Island)
딸내미덕분에 헬로카봇 보면서 마니아.된거같네요 애엄마로서 전다해여사 응원하게 된다는^^ 엄마의 활약이.많아서 좋았네요~~ 애기도 에이샤크를 가장 좋아해요^^,극장판 헬로카봇:옴파로스 섬의 비밀 (Hello Carbot the Movie: The Secret of Omphalos Island)
관람객 차탄엄마 너무 멋있어요!! 초등학생 아이와 재미있게봣어요^^,극장판 헬로카봇:옴파로스 섬의 비밀 (Hello Carbot the Movie: The Secret of Omphalos Island)
일단 진선규님께 박수갈채도 부족함 진짜 연기를 다양하게 잘하셔서 놀랐어요 오랜만에 부담없이 진짜 코미디 영화를 본거 같아서 즐거웠어요 조조로 할인빋고 봤는데 제값줘도 만족할거같습니당 밤새다 할거없이 봤는데 웃겨서 힘...,극한직업 (Extreme Job)
관람객 류승룡 드디어 심폐소생술 성공!,극한직업 (Extreme Job)
관람객 진짜 뻥안치고 ㅈㄴ 웃겼다,극한직업 (Extreme Job)
"관람객 계속 웃으면서 봤어요!""지금까지 이런맛은 없었다이것은 갈비인가 통닭인가수원왕갈비통닭입니다.""이 대사가 귓가에 계속 맴도네요 ㅎㅎ",극한직업 (Extreme Job)
지금까지 이런 영화는 없었다 이것은 영화인가 통닭광고인가,극한직업 (Extreme Job)
간만에 정치색 안띠고 마냥 한국식으로 웃긴 영화다~류승룡도 완전 찰지고ㅋ흥해라,극한직업 (Extreme Job)
아주그냥 진지한척 심오한척 메세지있는척 겉멋은잔뜩들고 막상 까보면 텅빈 영화들만 주구장창 나와서 피로하던참에 간만에 힘 쪽빼고 유쾌하게 웃으며 볼수있는영화라 너무 즐거웠습니다. 한국식코미디에는 꼭 나오는 억지 감동...,극한직업 (Extreme Job)
류승룡 좀비설 너무 웃겼어여,극한직업 (Extreme Job)
마약반 형사들 각각 캐릭터가 확실했습니다. 겹치는 점도 없었고 조합도 너무 좋았습니다. 악역분들도 그 표정들하며 사투리와 찰진 욕설들.. 기억속에 남습니다. 웃으면서 행복했던 감정이 기억에 남습니다. 시사회로 봤지만...,극한직업 (Extreme Job)
관람객 완전 내스타일.. 류승룡 영화 요즘 말아먹더니 이번엔 대박 웃기네 ㅋㅋ역시 갓승룡,극한직업 (Extreme Job)
맥어보이에게 24명의 출연료를 지급해야 마땅하다 생각한다.,글래스 (Glass)
굉장히 진지한 똥을 본거 같네요,글래스 (Glass)
유리가 위험한 물건인 이유는 쉽게 깨져서가 아니라 깨지고 사방으로 흩어지기 때문이다,글래스 (Glass)
<언브레이커블>과 <23아이덴티티> 보시고 가세요. 그래야 온전히 이 영화를 느끼고 이해하고 재미도 배가 됩니다.,글래스 (Glass)
"언브레이커블-스플릿(23아이덴티티)-글래스로 약 20년이라는 긴 시간을 공들여 완성한 스토리인데, 단순 액션영화로 기대하고 보고난 뒤 쉽게 욕하는 모습에 좀 안타까움을 느낌",글래스 (Glass)
보고나면 왜 제목이 글래스인줄 알 수 있다,글래스 (Glass)
끝이 아닌 새로운 시작이다,글래스 (Glass)
히어로 코믹스는 애들이나 보는 공상만화에 불과하다는 기성세대의 인식에 일침을 날려주는 샤말란식 히어로물 고찰영화. 막판에 스토리의 비약이 반전이라는 핑계로 심해지긴 하나 전편들을 봤다면 19년간의 샤말란식 논문의 결...,글래스 (Glass)
마지막 30분 현타왔다,글래스 (Glass)
"마블의 히어로 영화같은걸 기대한다면 보지마시길.. 언브레이커블, 23아이덴티티를 즐감했다면, 후회없는 명작이 될것입니다. 히어로의 자아 정체성에 대한 고뇌와 믿음을 이렇게 잘 표현한 영화는 앞으로도 없을듯",글래스 (Glass)
동서양을 막론하고 잠수타는 남자는 최악. 태어난 김에 산다는 말이 농담같지만 태어났기 땜에 죽을 때까지 어떻게든 살아가야 하는게 인간의 숙명은 맞는듯. 나이들어가며 봐서 그런지 울컥하게 와닿는 부분이 많아 좋았다,글로리아 벨 (Gloria Bell)
혼자는 외롭고 둘은 더 외롭다 음성메시지 남길때 이츠 맘 이라고 남겨주는씬은 좀 씁쓸.그녀도 자식이기에 결국은 엄마에 기댄다.글로리아는 더 힘차게 남은인생을 살아갈것이므로 걱정은 접어두고 이제는 올드팝이된 그때의 ...,글로리아 벨 (Gloria Bell)
세상은 힘들고 외롭기만 하다. 우리도 글로리아처럼 미쳐서 춤추자,글로리아 벨 (Gloria Bell)
나이가 들어도 사랑은 어렵다!! 음악도 Good!!,글로리아 벨 (Gloria Bell)
관람객 몇 살이든 외롭다고 아무나 만나면 X 밟는다~를 줄리안 무어가 너무나 리얼하고 쓸쓸하게 보여주네요....,글로리아 벨 (Gloria Bell)
인생은 결국 나자신의 행복을 찾아가는과정 부산에는 80년대 디스코음악 나오는클럽 없나,글로리아 벨 (Gloria Bell)
믿고보는 줄리안 무어어떤 영화를 보던 그녀는 리얼..,글로리아 벨 (Gloria Bell)
아놀드 스마트폰 산 지 얼마 안됐나봄,글로리아 벨 (Gloria Bell)
사랑에 속을지라도 우리는 살아야 한다♡,글로리아 벨 (Gloria Bell)
잠수도 문제지만...죄의식이없이 정당화되는게 가장큰 문제,글로리아 벨 (Gloria Bell)
친구데리고 갔다가 친구한테 물릴뻔 했네요,기묘한 가족 (THE ODD FAMILY : ZOMBIE ON SALE)
관람객 적어도 엔딩만큼은 최근에 본 어떤 한국 영화보다 기발하고 신박했다. 뻔하지 않아서 좋았고 김남길이 보는내내 연기를 참 기깔나게 한다고 생각했음.,기묘한 가족 (THE ODD FAMILY : ZOMBIE ON SALE)
전개를 조금만 더 빠르게 했다면...하는 아쉬움이 있지만 나름 이야기를 잘 끌고 나간듯. 좀비매니아로서 우리나라에서 이런 B급 좀비물이 나왔다는 것만으로 감격. 특히 좀비물은 엔딩이 중요한데 이 영화의 엔딩은 좀비물...,기묘한 가족 (THE ODD FAMILY : ZOMBIE ON SALE)
난 재밌던데.. 비급 갬성에 개연성이 뭐가 필요해 보고 웃고 마는거지 뭐,기묘한 가족 (THE ODD FAMILY : ZOMBIE ON SALE)
관람객 그냥 가볍게 보려고 봤는데 생각보다 재밌어서 놀람ㅋㅋㅋㅋ 좀비영화로 웃길 수도 있구나!,기묘한 가족 (THE ODD FAMILY : ZOMBIE ON SALE)
존나 병맛영화인데 나한테 잘맞아서 재미나게봤음근데 호불호가 완전 갈릴 영화라 추천을 못하겠음엄지원 ㅋㅋㅋ 하드캐리함..,기묘한 가족 (THE ODD FAMILY : ZOMBIE ON SALE)
"""줄을 서시오"" 정재영 김남길 형제 코믹케미 찰지고, 엔딩까지 기분 좋은 영화여서 추천!!",기묘한 가족 (THE ODD FAMILY : ZOMBIE ON SALE)
연출이 좀 아쉽긴하지만 크게 거슬리진 않았어요. 특히 영화가 어떻게 끝날지 궁금했는데 유쾌하게 잘 끝난 것 같아요! 좀비에게 물리면 회춘한다는 내용이 참신했고 중간에 주유소 클럽(!) 장면에서 터졌어요 ㅋ보시면 아실...,기묘한 가족 (THE ODD FAMILY : ZOMBIE ON SALE)
관람객 스트레스 다 날아갔다ㅠㅋㅋ 호불호 강하다는 얘기를 좀 봤는데 극장에 있던 사람들 다들 웃음 터지고 난리였음ㅋㅋㅋ,기묘한 가족 (THE ODD FAMILY : ZOMBIE ON SALE)
결말도 신선하고 참신한 영화,기묘한 가족 (THE ODD FAMILY : ZOMBIE ON SALE)
거의다 댓글알바 입니다 진짜 조선시대 옷만 입혀놨지말하는건 지금시대처럼 말해서 영화에 1도 몰입이 안되구요 텔미 텔미 할때는 진짜 어이가 없어서 웃었습니다 억지 웃음 유발과 진짜 오글거림 오집니다 ...,기방도령 (HOMME FATALE)
영화 시작할때쯤 스크린에 jyp가 뜨고 관객들이 피식거리는 순간 무언가 잘못되어가고 있다는걸 느꼈다.,기방도령 (HOMME FATALE)
베댓 엄복동 10점 줬더라....ㅋㅋㅋ,기방도령 (HOMME FATALE)
이걸 돈주고 본 제자신에게 너무 화가 납니다.,기방도령 (HOMME FATALE)
평점 장난치나 ????,기방도령 (HOMME FATALE)
중간에 나오게된 세번째 영화..알라딘을 두번볼껄 ㅜ,기방도령 (HOMME FATALE)
도대체 이 영화 재밌다는 사람들 어느부분이 재밌었는지 한장면만 말해봐라. 호불호 갈릴일도 없음 이영화는 무조건 불호임,기방도령 (HOMME FATALE)
아....댓글 알바에게 당함!!,기방도령 (HOMME FATALE)
댓글알바들 래파토리 역겹다,기방도령 (HOMME FATALE)
예매를 멈추세요. 안됩니다.,기방도령 (HOMME FATALE)
"비에 젖지 않는 고급 장난감 텐트와, 비에 젖다 못해 잠겨버리는 반지하 가구",기생충 (PARASITE)
최근 본 영화중 가장 충격적이었음... 근데 보니까 15세말고 19세 걸어야될것같던데..,기생충 (PARASITE)
"지하철이라는 단어가 언급되는 순간, 대다수의 관객은 자신이 어디에 이입할 지를 안다.",기생충 (PARASITE)
전 가정부가 집 벨 누를 때 부터 이 영화는 장르가 바뀐다... 역대급 꿀잼영화,기생충 (PARASITE)
황금종려상 수상작을 자막 없이 볼 수 있다는 것 자체로 좋다.,기생충 (PARASITE)
반지하가 제일 아래인줄 알았다. 내려가보니 지하도 있었다.,기생충 (PARASITE)
뭔가 모를 불쾌한 영화였다. 영화가 불쾌하다는게 아니라 보는 내내 가슴에 뭔가 영화에서 나오는 수석이 얹혀져있는 영화다.,기생충 (PARASITE)
관람객 나 또한 누군가의 사람 사는 냄새에 얼굴 찌푸리진 않았었나..,기생충 (PARASITE)
"누군가의 냄새를 맡고, 평가하고, 묘사할 수 있는 것 또한 권력. 냄새로 서로를 알아보고 경계하고 구분짓는 동물들의 세계와 우리 사회는 참 닮아있다.",기생충 (PARASITE)
박서준이 잘못했네ㅋㅋㅋㅋ,기생충 (PARASITE)
관람객 무조건 롱테이크라고 대사가 많다고 꼭 예술적으로 훌륭한영화는 아니라고생각한다. 극장에서 아무도없이 혼자 본 영화는 이 영화가 잘 어울리는 체험이었다.,기억할 만한 지나침 (Ephemerals to Remember)
관람객 느린 호흡을 따라가기엔 오히려 숨이 차다,기억할 만한 지나침 (Ephemerals to Remember)
문을 두드리는 사람이 있다면 시는 끝까지 쓰인다는 것. 그것이 좋았습니다. 많이 울었습니다. 감사합니다.,기억할 만한 지나침 (Ephemerals to Remember)
바람 불면 휘어지지 않고 부러져버리는 풀을 보는 기분. 이 영화만의 시간이 있는 것 같았습니다.,기억할 만한 지나침 (Ephemerals to Remember)
관람객 조용하게. 느리지만. 묵직하게 파고드는 영화입니다.차분하게 마음을 정리하게 되는 느낌. 영화가 끝나고 나도 모르게 눈물이 나네요. 좋은 영화입니다.,기억할 만한 지나침 (Ephemerals to Remember)
잔상이 오래도록 남네요 대사없이 롱테이크라 뭔가 생각할 시간을 주는 듯한 풀소리 바람소리등 소리들도 좋았고 나자신을 돌아보는 경험을 참으로 오랜만에 해봤네요 몽돌이연기도 감동적이었어요~~,기억할 만한 지나침 (Ephemerals to Remember)
중반에 졸지만 않았어도 좋았을 것을... 하지만 어쩐지 별점을 더 주고 싶은 작품입니다. 주인공이 꼭 저 보는 것 같아서. 설날에 가족들이 저만 빼고 전화 한 통 없이 밥 먹으러 갔어요. 그후에 외로운 마음을 달래러...,기억할 만한 지나침 (Ephemerals to Remember)
관람객 이런 영화를 볼 수 있게 해주셔서 감사합니다.,기억할 만한 지나침 (Ephemerals to Remember)
"소극장에서 혼자 보게 됐는데, 딱 그렇게 보기 좋은 영화. 그 이상도 이하도 아닌",기억할 만한 지나침 (Ephemerals to Remember)
지만원 진짜 너무 웃긴듯 ㅋㅋㅋ,김군 (KIM-GUN)
이 얘기를 믿어달라거나 이해해달라고 하진 않을게요. 다만 왜곡만 하지 않았으면 좋겠어요.,김군 (KIM-GUN)
진짜 이런 영화가 잘 되어야 합니다.,김군 (KIM-GUN)
관람객 깨어있는 국민이라면 꼭 한 번 봐야 할 가치 있는 영화. 더이상 말도 안되는 생떼로 5월에 상처를 더하지 마라,김군 (KIM-GUN)
"미래가 있는 사회는 자신의 부끄러운 진실을 왜면하지 않는다 . 우리가 진정 잘사는 선진국이 되려면 스스로의 잘못도 인정할 때부터 시작일 것입니다. 당시 여렸지만, 지금까지 스스로의 잘못과 노력의 필요성 상기...",김군 (KIM-GUN)
관람객 오월이야기는 그만허자 하셨던 시민군의 말에 가슴이 미어지더군요 ㅠㅠ80년 5월에 그분들은 어떤 심정였던건지...지금 그 아픔을 안고 어떻게 살고 계신지... 외면하는 이가 너무 많다아니 아직도 광주시민에게 학살을 ...,김군 (KIM-GUN)
"목에 핏대가 서고 각혈을 하더라도 온갖 개잡소리에 ""개 짖는 소리 좀 안나게 해라""라고 소리치며 지속적으로 사람 소리로 대응해야하는 이유 를 가장 점잖고도 멋지게 표현한 영화. 더 많은 후속작을 보...",김군 (KIM-GUN)
우리 모두가 김군이었다.,김군 (KIM-GUN)
김군을 찾아가는 한걸음 한걸음이 모두 의미있었다.,김군 (KIM-GUN)
의미있는 작품. 잘 봤습니다.,김군 (KIM-GUN)
관람객 마음이 아파 일어날 수 없었어요. 분노가 치밀었지만 우리는 계속 요구가 이어져야 한다고 생각합니다. 생존 할머니들 20분 남아 계십니다. 빚진 후세로서 역사 의식을 갖고 반드시 사과와 용서를 받아 내야합니다. 상영을...,김복동 (My name is KIM Bok-dong)
5월달부터 최고배우인 한지민 누나가 김복동 네레이션 한다는 소식 듣고 기다렸다가 예매해서 개봉날 아침부터 보고 왔어요 고등학생인 저에게 깊은 울림을 주네요 김복동 할머니 부디 하늘 나라에선 마음 편히 쉬시길,김복동 (My name is KIM Bok-dong)
삼가고인의 명복을빕니다. 김복동할머님은 단순한 피해자가 아닌 평화활동가며 인권운동가였습니다 27년간 투쟁한 김복동할머님을 꼭 기억하겠습니다 .하늘나라에선 살아계실적 슬픈날들은 모두다잊고 행복하시길 바랍니다 꼭 일본...,김복동 (My name is KIM Bok-dong)
"할머니들은 단순한 피해자가 아님을, 정말 용기 있는 삶을 살다 가셨다는 것을, 정말 훌륭한 인권운동가였다는 것을 깨닫게 하는 담담한 다큐멘터리. 존경스럽고 부끄러운 마음이 많이 든다. 많은 사람들이 봤으면 좋겠습니다...",김복동 (My name is KIM Bok-dong)
"오랫동안 개봉을 기다렸던 영화입니다. 할머니를 기억하며, 끝까지 싸우겠습니다.",김복동 (My name is KIM Bok-dong)
할머니의 용기에 내 자신이 하염없이 부끄러워진다.,김복동 (My name is KIM Bok-dong)
"아직도 불가역적이란 말로 요리조리 빠져나가려는 그들의 만행을 규탄하는 그녀들의 현재를 보여준다. 김복동 할머니가 노구를 이끌고 세계를 다니며 알리려던 것, 역사는 정리되지 않았다. 먹먹하고 슬프지만 그래서 더 알리고...",김복동 (My name is KIM Bok-dong)
아베가 요새 왜 저렇게 미쳐날뛰는지 이 영화를 보니까 이해가 되네요 역사를 잊은 민족은 미래가 없다는데 넌 미래가 없구나..,김복동 (My name is KIM Bok-dong)
"용기, 좌절, 열정 그리고 외로움",김복동 (My name is KIM Bok-dong)
마지막 가시는 순간까지 희망을 놓지 않으시고 전세계에 목소리를 알리셨던 인권운동가 김복동 할머니를 보면서 되려 희망과 용기를 얻었습니다. 일본이 사죄하는 날이 오기까지 끝까지 함께 하겠습니다!!,김복동 (My name is KIM Bok-dong)
영상이 너무 퀄리티 떨어지고 내용도 재미없네요 우리 아들은 물고기를 엄청 좋아함에도 불구하고 반 보고나서 나가자고 난리였답니다 꾸역꾸역 보고나왔어요,꼬마 물고기 이자벨: 바다 대모험 (Izzie's Way Home)
퀄리티가 안습이네요ㅠㅠ 재미도 없고 흐름도 어색하고... 애들도 집중 못하고... 기대 안하고 봤는데도 재미없어요.,꼬마 물고기 이자벨: 바다 대모험 (Izzie's Way Home)
꼭 그렇게 개봉했어야만 속 시원했냐...,꼬마 물고기 이자벨: 바다 대모험 (Izzie's Way Home)
진짜 재미없음그래픽 진짜구림 내용도너무이상해ㅡㅡ별점도아까움,꼬마 물고기 이자벨: 바다 대모험 (Izzie's Way Home)
그래픽도 안좋고 너무 지루해요. 중간에 애가 보채서 나왔어요..,꼬마 물고기 이자벨: 바다 대모험 (Izzie's Way Home)
아....영상....그래픽....어쩔건가요...ㅠ너무하다ㅠ,꼬마 물고기 이자벨: 바다 대모험 (Izzie's Way Home)
대체 무슨 생각으로 어싸일럼 영화를 가져오셨어요...?이 2점은 더빙 퀄리티 값입니다,꼬마 물고기 이자벨: 바다 대모험 (Izzie's Way Home)
최악의CG.니모나 도리의 뒤를 이을 애니로 기대했건만...어디 무료박물관 CG같은 영상에 경악! 많은 사람들이 중간에 나가는 이유가 있더라는...,꼬마 물고기 이자벨: 바다 대모험 (Izzie's Way Home)
27개월아기랑 보러갔는데 넘넘 집중해서 잘보네요 ㅎㅎ 스토리가 단순하지만 그래서 더 아이가 집중할 수 있던거 같아요,꼬마 물고기 이자벨: 바다 대모험 (Izzie's Way Home)
꼬마 물고기 진짜 귀여워용 ㅎㅎㅎ 잼나네요,꼬마 물고기 이자벨: 바다 대모험 (Izzie's Way Home)
자전거만화라서 그런지 스피드감이 있어서 우리아들 엄청 신나게 봤네요집에가니 베란다에있는 자전거 꺼내달라하네요,꼬마 자전거 스피디 (Bikes)
올해 3살된 오찬영입니다. 스피디한 전개와 화려한 영상미가 돋보였습니다.,꼬마 자전거 스피디 (Bikes)
"귀여운 자전거가 주인공이네요~아이가 재미있어했어요. 극장에 있는 포토존에서 사진도 찍고 ㅎ주말에 아이들과 함께 보기 딱! 좋은 애니메이션이네요.환경 관련한 이야기도 담고 있어서, 유익한 영화같아요~",꼬마 자전거 스피디 (Bikes)
"귀여운 애니메이션, 환경을 생각하는 교훈적인 내용 있어서 좋았어요. 애들도 재밌게 봤어요~!",꼬마 자전거 스피디 (Bikes)
정말 재미있어요.캐릭터들도 너무 귀여워요.,꼬마 자전거 스피디 (Bikes)
딸내미가 자전거를 좋아해서 보게 됐는데 색감도 이쁘고 캐릭터들도 너무 귀여워요 아이도 재미있게 봤다고 집에가서 자전거 타고 싶다고 얘기하네요~~,꼬마 자전거 스피디 (Bikes)
타요보다 더 재미있고 퀄러티가 높아서 우리애들이 너무 좋아하네요보는내내 어른인 저도 몰입감이 좋았어요..강추합니다,꼬마 자전거 스피디 (Bikes)
평소 자전거 좋아하던 아이라 영화도 아주 좋아하네요. 4발 자전거 타면서... 자기도 빨리 달릴 수 있다며ㅋㅋ 색감도 알록달록하니 아이들이 딱 좋아할만한 영화네요.,꼬마 자전거 스피디 (Bikes)
너무 신나네요~ 마치 타요 느낌도 나고 ㅎㅎ 영상도 알록달록 너무 예뻐요^^* 환경보호 메시지도 있는데 애기들한테 교육적으로도 딱이에요! 아들램 딸램 둘다 너무 재밌다고 자전거 타러 가자고 그러네요 ㅜㅜㅋㅋ,꼬마 자전거 스피디 (Bikes)
너무 재미없다는데요? 지루해서 자꾸 나가자고 했어요ㅜㅜ,꼬마 자전거 스피디 (Bikes)
별 반개도 아까움. 눈 아프고 무슨 주인공이 바닥만 기어다니고대체 왜 이 영화를 만들었는지 줄거리도 없고,나노 테러리즘: CIA 비밀요원 (Headlock)
